-152.90666667	58.10944444
-161.07166667	65.54805556
-163.16666667	68.08333333
-148.18388889	67.57
-152.88277778	57.74527778
-133.10166667	55.55472222
-151.82916667	59.15694444
-153.43055556	59.36277778
-73.71027778	42.28888889
-73.71027778	42.29138889
-113.81638889	35.99027778
-113.81694444	35.98611111
-113.81638889	35.99027778
-113.81694444	35.98611111
-74.9975	40.97111111
-101.24083333	33.62388889
-147.36138889	64.36416667
-147.36388889	64.36361111
-153.93777778	57.06666667
-154.02333333	58.4575
-154.34222222	57.27722222
-151.55583333	61.96388889
-165.35638889	65.65555556
-160.1525	66.76583333
-160.15277778	66.76611111
-134.24277778	56.59805556
-146.58222222	60.48138889
-146.58222222	60.48222222
-146.58416667	60.48166667
-146.58222222	60.48222222
-146.58416667	60.48166667
-158.48055556	59.95555556
-158.48055556	59.95555556
-159.54027778	60.78388889
-158.86444444	60.78527778
-157.99555556	61.39027778
-159.85833333	61.18888889
-154.38833333	70.71861111
-154.40694444	70.71555556
-155.36083333	70.74694444
-153.0725	58.06555556
-150.99388889	63.54166667
-150.995	63.54111111
-150.99388889	63.54166667
-150.995	63.54111111
-150.94472222	70.34416667
-164.70277778	65.85138889
-166.85694444	53.97277778
-151.96361111	59.77611111
-135.89666667	59.33166667
-136.17388889	59.28833333
-155.73333333	68.48333333
-144.93638889	64.44
-154.42222222	57.25388889
-153.14944444	57.32305556
-153.05833333	57.96388889
-153.18333333	58.98277778
-152.31222222	58.36194444
-131.65555556	55.56027778
-161.43805556	61.89888889
-161.43972222	61.89888889
-143.26666667	64.09722222
-141.15972222	61.86611111
-154.72833333	71.05694444
-152.27111111	70.57611111
-152.25888889	70.57472222
-153.19666667	70.35833333
-152.39111111	57.78083333
-134.58333333	57.81666667
-134.26666667	57.7
-134.36666667	57.61666667
-153.15	57.15
-152.21194444	70.28444444
-152.59611111	58.5625
-151.275	64.35277778
-152.68222222	59.96388889
-147.5	64.33333333
-166.75	53.68333333
-160.26611111	56.03666667
-157.53333333	58.26666667
-157.53333333	58.26666667
-151.66666667	64.5
-155.7575	68.48777778
-164.9125	54.58333333
-164.91444444	54.5825
-157.39194444	60.86777778
-143.13527778	65.31111111
-143.13555556	65.31138889
