10397	Georgia	30397
10400	Ohio	30400
10400	Ohio	30400
10400	Ohio	30400
10400	Ohio	30400
10400	Ohio	30400
10404	New Mexico	30404
10404	New Mexico	30404
10404	New Mexico	30404
10404	New Mexico	30404
10404	New Mexico	30404
10404	New Mexico	30404
10405	Alaska	30405
10405	Alaska	30405
10405	Alaska	30405
10405	Alaska	30405
10405	Alaska	30405
10406	Alaska	30406
10406	Alaska	30406
10408	Wisconsin	30408
10408	Wisconsin	30408
10408	Wisconsin	30408
10408	Wisconsin	30408
10408	Wisconsin	30408
10409	South Dakota	30409
10409	South Dakota	30409
10409	South Dakota	30409
10414	Maine	30414
10414	Maine	30414
10416	Alaska	30416
10416	Alaska	30416
10416	Alaska	30416
10416	Alaska	30416
10416	Alaska	30416
10417	Minnesota	30417
10417	Minnesota	30417
10418	California	30418
10418	California	30418
10419	Alabama	30419
10419	Alabama	30419
10423	Texas	30423
10423	Texas	30423
10424	Wisconsin	30424
10424	Wisconsin	30424
10424	Wisconsin	30424
10424	Wisconsin	30424
10424	Wisconsin	30424
10427	Illinois	30427
10427	Illinois	30427
10431	North Carolina	30431
10431	North Carolina	30431
10431	North Carolina	30431
10431	North Carolina	30431
10431	North Carolina	30431
10433	Florida	30433
10433	Florida	30433
10434	Pennsylvania	30434
10434	Pennsylvania	30434
10434	Pennsylvania	30434
10434	Pennsylvania	30434
10434	Pennsylvania	30434
10436	Arizona	30436
10436	Arizona	30436
10437	California	30437
10439	U.S. Pacific Trust Territories and Possessions	30439
10439	U.S. Pacific Trust Territories and Possessions	30439
10440	Arkansas	30440
10442	Texas	30442
10442	Texas	30442
10442	Texas	30442
10442	Texas	30442
10442	Texas	30442
10445	New York	30445
10449	Minnesota	30449
10449	Minnesota	30449
10451	Oklahoma	30451
10451	Oklahoma	30451
10454	Ohio	30454
10454	Ohio	30454
10455	New Mexico	30455
10455	New Mexico	30455
10460	Georgia	30460
10460	Georgia	30460
10460	Georgia	30460
10463	Arizona	30463
10463	Arizona	30463
10464	Arizona	30464
10464	Arizona	30464
10465	Arizona	30466
10465	Arizona	30466
10466	Arizona	30466
10466	Arizona	30466
10469	Michigan	30469
10469	Michigan	30469
10471	Maine	30471
10472	Maine	30472
10472	Maine	30472
10472	Maine	30472
10472	Maine	30472
10472	Maine	30472
10474	California	30474
10474	California	30474
10476	Louisiana	30476
10476	Louisiana	30476
10476	Louisiana	30476
10476	Louisiana	30476
10476	Louisiana	30476
10478	Massachusetts	30478
10478	Massachusetts	30478
10478	Massachusetts	30478
10478	Massachusetts	30478
10478	Massachusetts	30478
10484	Nevada	30484
10484	Nevada	30484
10487	Alaska	30487
10494	Texas	30494
10494	Texas	30494
10494	Texas	30494
10494	Texas	30494
10494	Texas	30494
10495	Massachusetts	30495
10504	Pennsylvania	30504
10504	Pennsylvania	30504
10504	Pennsylvania	30504
10508	Virginia	30508
10508	Virginia	30508
10509	Alaska	30057
10511	Utah	30511
10511	Utah	30511
10514	Colorado	30514
10518	Louisiana	30518
10519	Florida	30519
10523	Minnesota	30523
10523	Minnesota	30523
10523	Minnesota	30523
10524	Utah	30524
10524	Utah	30524
10529	Connecticut	30529
10529	Connecticut	30529
10529	Connecticut	30529
10529	Connecticut	30529
10529	Connecticut	30529
10529	Connecticut	30529
10535	Connecticut	30535
10535	Connecticut	30535
10538	Oregon	30538
10538	Oregon	30538
10540	Massachusetts	30540
10540	Massachusetts	30540
10540	Massachusetts	30540
10540	Massachusetts	30540
10540	Massachusetts	30540
10543	Michigan	30543
10543	Michigan	30543
10543	Michigan	30543
10543	Michigan	30543
10543	Michigan	30543
10543	Michigan	30543
10551	Alaska	30113
10551	Alaska	30113
10556	Alaska	30556
10557	Pennsylvania	30557
10557	Pennsylvania	30557
10558	Nebraska	30558
10558	Nebraska	30558
10558	Nebraska	30558
10559	Washington	30559
10559	Washington	30559
10560	Colorado	30325
10560	Colorado	30325
10561	California	30561
10561	California	30561
10561	California	30561
10562	Alabama	30562
10562	Alabama	30562
10565	Pennsylvania	30565
10565	Pennsylvania	30565
10567	Indiana	30567
10567	Indiana	30567
10569	South Carolina	30569
10569	South Carolina	30569
10572	Texas	30572
10572	Texas	30572
10573	Georgia	30573
10573	Georgia	30573
10577	New York	30577
10577	New York	30577
10577	New York	30577
10577	New York	30577
10577	New York	30577
10580	Alaska	30580
10580	Alaska	30580
10580	Alaska	30580
10580	Alaska	30580
10580	Alaska	30580
10581	Maine	30581
10581	Maine	30581
10582	Texas	30582
10582	Texas	30582
10583	Arizona	30583
10583	Arizona	30583
10583	Arizona	30583
10583	Arizona	30583
10583	Arizona	30583
10589	Maine	30589
10589	Maine	30589
10589	Maine	30589
10590	Arizona	30590
10590	Arizona	30590
10590	Arizona	30590
10590	Arizona	30590
10590	Arizona	30590
10590	Arizona	30590
10599	Alabama	30599
10599	Alabama	30599
10599	Alabama	30599
10599	Alabama	30599
10612	Alaska	30612
10613	Rhode Island	30613
10613	Rhode Island	30613
10614	Nebraska	30614
10614	Nebraska	30614
10615	Texas	30615
10615	Texas	30615
10616	Alaska	30616
10616	Alaska	30616
10617	California	30617
10617	California	30617
10617	California	30617
10617	California	30617
10617	California	30617
10620	Montana	30620
10620	Montana	30620
10620	Montana	30620
10627	North Dakota	30627
10627	North Dakota	30627
10629	Mississippi	30629
10629	Mississippi	30629
10630	Colorado	30630
10630	Colorado	30630
10630	Colorado	30630
10630	Colorado	30630
10631	Minnesota	30631
10631	Minnesota	30631
10631	Minnesota	30631
10631	Minnesota	30631
10632	Ohio	30632
10632	Ohio	30632
10632	Ohio	30632
10640	Alaska	30640
10640	Alaska	30640
10641	Oregon	30641
10641	Oregon	30641
10642	Alaska	30642
10643	Missouri	30643
10644	Hawaii	30644
10644	Hawaii	30644
10647	Ohio	30647
10647	Ohio	30647
10647	Ohio	30647
10647	Ohio	30647
10647	Ohio	30647
10654	West Virginia	30654
10654	West Virginia	30654
10655	South Dakota	30655
10655	South Dakota	30655
10655	South Dakota	30655
10655	South Dakota	30655
10655	South Dakota	30655
10661	Nevada	30661
10661	Nevada	30661
10661	Nevada	30661
10661	Nevada	30661
10661	Nevada	30661
10663	West Virginia	30663
10663	West Virginia	30663
10663	West Virginia	30663
10665	California	30665
10665	California	30665
10666	Washington	30666
10666	Washington	30666
10670	New Jersey	30670
10670	New Jersey	30670
10676	Illinois	30676
10676	Illinois	30676
10680	Utah	30680
10680	Utah	30680
10680	Utah	30680
10680	Utah	30680
10680	Utah	30680
10680	Utah	30680
10683	Indiana	30683
10683	Indiana	30683
10683	Indiana	30683
10685	Illinois	30685
10685	Illinois	30685
10685	Illinois	30685
10687	New Hampshire	30687
10687	New Hampshire	30687
10692	Alaska	30692
10692	Alaska	30692
10693	Tennessee	30693
10693	Tennessee	30693
10697	Alaska	30697
10698	California	30698
10698	California	30698
10698	California	30698
10698	California	30698
10698	California	30698
10701	South Carolina	30701
10701	South Carolina	30701
10701	South Carolina	30701
10701	South Carolina	30701
10701	South Carolina	30701
10703	Oregon	30703
10703	Oregon	30703
10713	Idaho	30713
10713	Idaho	30713
10715	Oregon	30715
10715	Oregon	30715
10715	Oregon	30715
10721	Massachusetts	30721
10721	Massachusetts	30721
10722	Florida	30722
10722	Florida	30722
10722	Florida	30722
10728	Texas	30728
10728	Texas	30728
10728	Texas	30728
10728	Texas	30728
10731	Georgia	30731
10731	Georgia	30731
10731	Georgia	30731
10732	Puerto Rico	30732
10732	Puerto Rico	30732
10735	Alaska	30735
10735	Alaska	30735
10739	Minnesota	30739
10739	Minnesota	30739
10739	Minnesota	30739
10739	Minnesota	30739
10739	Minnesota	30739
10739	Minnesota	30739
10739	Minnesota	30739
10741	Kentucky	30741
10744	Iowa	30744
10744	Iowa	30744
10747	Texas	30747
10747	Texas	30747
10747	Texas	30747
10747	Texas	30747
10747	Texas	30747
10747	Texas	30747
10754	Alaska	30107
10754	Alaska	30107
10754	Alaska	30107
10754	Alaska	30107
10754	Alaska	30107
10756	Kentucky	30756
10763	Texas	30423
10765	Arizona	30765
10765	Arizona	30765
10769	Alaska	30769
10769	Alaska	30769
10770	Alaska	30770
10770	Alaska	30770
10770	Alaska	30770
10775	Alaska	30775
10775	Alaska	30775
10775	Alaska	30775
10775	Alaska	30775
10775	Alaska	30775
10775	Alaska	30775
10775	Alaska	30775
10778	Michigan	30778
10778	Michigan	30778
10779	Montana	30779
10779	Montana	30779
10780	Pennsylvania	30780
10780	Pennsylvania	30780
10780	Pennsylvania	30780
10781	Louisiana	30781
10781	Louisiana	30781
10781	Louisiana	30781
10781	Louisiana	30781
10781	Louisiana	30781
10783	Alaska	30783
10783	Alaska	30783
10785	Vermont	30785
10785	Vermont	30785
10786	Nevada	30786
10786	Nevada	30786
10786	Nevada	30786
10786	Nevada	30786
10786	Nevada	30786
10792	New York	30792
10792	New York	30792
10792	New York	30792
10792	New York	30792
10792	New York	30792
10792	New York	30792
10796	Missouri	30796
10796	Missouri	30796
10796	Missouri	30796
10796	Missouri	30796
10800	California	32575
10800	California	32575
10800	California	32575
10809	Alaska	30809
10811	Oklahoma	30811
10811	Oklahoma	30811
10811	Oklahoma	30811
10811	Oklahoma	30811
10811	Oklahoma	30811
10811	Oklahoma	30811
10812	Michigan	30812
10812	Michigan	30812
10814	Arkansas	30814
10815	Massachusetts	30815
10815	Massachusetts	30815
10815	Massachusetts	30815
10815	Massachusetts	30815
10815	Massachusetts	30815
10817	Texas	30817
10817	Texas	30817
10819	Kentucky	30819
10819	Kentucky	30819
10821	Maryland	30852
10821	Maryland	30852
10821	Maryland	30852
10821	Maryland	30852
10821	Maryland	30852
10821	Maryland	30852
10823	North Dakota	30823
10823	North Dakota	30823
10825	Washington	30825
10825	Washington	30825
10828	Massachusetts	30828
10832	California	30832
10832	California	30832
10834	Alaska	30834
10834	Alaska	30834
10836	South Carolina	30836
10837	Wyoming	30837
10837	Wyoming	30837
10838	Arkansas	30838
10838	Arkansas	30838
10838	Arkansas	30838
10839	Idaho	30839
10839	Idaho	30839
10841	Michigan	30841
10844	Washington	30844
10844	Washington	30844
10849	Montana	30849
10849	Montana	30849
10849	Montana	30849
10849	Montana	30849
10849	Montana	30849
10849	Montana	30849
10852	District of Columbia	30852
10853	Texas	30853
10857	California	30857
10857	California	30857
10858	California	30561
10858	California	30561
10867	Michigan	30867
10867	Michigan	30867
10868	South Carolina	30868
10868	South Carolina	30868
10868	South Carolina	30868
10874	Ohio	30647
10874	Ohio	30647
10879	Maine	30879
10879	Maine	30879
10879	Maine	30879
10879	Maine	30879
10879	Maine	30879
10886	Alaska	30886
10888	Maryland	30888
10888	Maryland	30888
10888	Maryland	30888
10889	Iowa	30889
10889	Iowa	30889
10892	Kansas	30892
10894	Mississippi	30894
10894	Mississippi	30894
10910	California	32457
10910	California	32457
10910	California	32457
10915	Iowa	30915
10915	Iowa	30915
10915	Iowa	30915
10915	Iowa	30915
10917	Alaska	30082
10917	Alaska	30082
10917	Alaska	30082
10917	Alaska	30082
10917	Alaska	30082
10917	Alaska	30082
10918	Utah	30918
10918	Utah	30918
10921	Arkansas	30921
10921	Arkansas	30921
10923	Alaska	30923
10923	Alaska	30923
10924	South Carolina	30924
10924	South Carolina	30924
10925	Nebraska	30925
10925	Nebraska	30925
10926	Alaska	30913
10926	Alaska	30913
10926	Alaska	30913
10927	New Jersey	30927
10927	New Jersey	30927
10928	Kansas	30928
10928	Kansas	30928
10930	California	30930
10930	California	30930
10933	Massachusetts	30933
10933	Massachusetts	30933
10938	Alaska	30938
10938	Alaska	30938
10945	South Carolina	30945
10945	South Carolina	30945
10945	South Carolina	30945
10945	South Carolina	30945
10945	South Carolina	30945
10946	Indiana	30946
10946	Indiana	30946
10946	Indiana	30946
10947	Florida	30947
10947	Florida	30947
10948	Alaska	30948
10948	Alaska	30948
10949	Kentucky	30949
10949	Kentucky	30949
10950	Colorado	30950
10950	Colorado	30950
10951	Alaska	30951
10958	Arizona	30958
10958	Arizona	30958
10960	Kansas	30960
10960	Kansas	30960
10960	Kansas	30960
10960	Kansas	30960
10960	Kansas	30960
10960	Kansas	30960
10961	Alaska	30961
10964	Maryland	30964
10964	Maryland	30964
10964	Maryland	30964
10964	Maryland	30964
10964	Maryland	30964
10965	Ohio	30647
10965	Ohio	30647
10965	Ohio	30647
10967	Missouri	30967
10967	Missouri	30967
10975	Maryland	30975
10975	Maryland	30975
10977	Illinois	30977
10979	Arizona	30979
10979	Arizona	30979
10980	Tennessee	30980
10980	Tennessee	30980
10982	Arizona	30982
10982	Arizona	30982
10986	Illinois	30977
10987	Idaho	30987
10987	Idaho	30987
10987	Idaho	30987
10990	Virginia	30990
10990	Virginia	30990
10990	Virginia	30990
10990	Virginia	30990
10990	Virginia	30990
10991	Alaska	30991
10991	Alaska	30991
10991	Alaska	30991
10991	Alaska	30991
10994	South Carolina	30994
10994	South Carolina	30994
10996	Alaska	30996
10996	Alaska	30996
10999	Oregon	30999
10999	Oregon	30999
10999	Oregon	30999
10999	Oregon	30999
10999	Oregon	30999
11001	California	30437
11002	California	31002
11002	California	31002
11003	Iowa	31003
11003	Iowa	31003
11003	Iowa	31003
11004	Colorado	31004
11004	Colorado	31004
11007	Alaska	31007
11007	Alaska	31007
11008	Alaska	31008
11008	Alaska	31008
11008	Alaska	31008
11008	Alaska	31008
11008	Alaska	31008
11009	Iowa	31009
11009	Iowa	31009
11009	Iowa	31009
11009	Iowa	31009
11009	Iowa	31009
11011	Illinois	31011
11011	Illinois	31011
11011	Illinois	31011
11011	Illinois	31011
11011	Illinois	31011
11013	Michigan	31013
11013	Michigan	31013
11013	Michigan	31013
11014	Alaska	31014
11021	Alaska	31021
11026	Kansas	31026
11027	West Virginia	31027
11027	West Virginia	31027
11027	West Virginia	31027
11027	West Virginia	31027
11027	West Virginia	31027
11028	Alaska	31028
11028	Alaska	31028
11029	California	31029
11031	Mississippi	31031
11034	Alaska	30913
11034	Alaska	30913
11034	Alaska	30913
11034	Alaska	30913
11034	Alaska	30913
11035	Tennessee	31035
11035	Tennessee	31035
11036	Alaska	31036
11036	Alaska	31036
11036	Alaska	31036
11036	Alaska	31036
11036	Alaska	31036
11040	Texas	31453
11041	California	31041
11041	California	31041
11041	California	31041
11042	Ohio	30647
11042	Ohio	30647
11042	Ohio	30647
11042	Ohio	30647
11042	Ohio	30647
11043	Alaska	31043
11044	California	31044
11044	California	31044
11046	Wisconsin	31046
11046	Wisconsin	31046
11046	Wisconsin	31046
11046	Wisconsin	31046
11046	Wisconsin	31046
11048	Oklahoma	31048
11048	Oklahoma	31048
11049	Texas	31049
11049	Texas	31049
11049	Texas	31049
11050	Washington	31050
11050	Washington	31050
11053	Alaska	31053
11053	Alaska	31053
11055	California	31055
11055	California	31055
11056	Washington	31056
11056	Washington	31056
11056	Washington	31056
11057	North Carolina	31057
11057	North Carolina	31057
11057	North Carolina	31057
11058	Indiana	31058
11058	Indiana	31058
11066	Ohio	31066
11066	Ohio	31066
11066	Ohio	31066
11066	Ohio	31066
11066	Ohio	31066
11066	Ohio	31066
11067	Illinois	31067
11067	Illinois	31067
11076	Michigan	31076
11076	Michigan	31076
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11081	Colorado	31081
11083	Kansas	31083
11083	Kansas	31083
11085	New Mexico	31085
11085	New Mexico	31085
11086	California	31086
11086	California	31086
11090	Texas	30155
11090	Texas	30155
11090	Texas	30155
11092	Utah	31092
11092	Utah	31092
11092	Utah	31092
11092	Utah	31092
11093	California	31093
11093	California	31093
11095	California	31095
11097	Wyoming	31097
11097	Wyoming	31097
11098	Idaho	31098
11098	Idaho	31098
11099	Florida	31099
11099	Florida	31099
11099	Florida	31099
11099	Florida	31099
11105	Texas	31105
11106	New Hampshire	31106
11106	New Hampshire	31106
11109	Colorado	30189
11109	Colorado	30189
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11110	Texas	31110
11111	Missouri	32474
11111	Missouri	32474
11111	Missouri	32474
11111	Missouri	32474
11111	Missouri	32474
11122	Wyoming	31122
11122	Wyoming	31122
11122	Wyoming	31122
11122	Wyoming	31122
11122	Wyoming	31122
11123	Missouri	31123
11126	Puerto Rico	31126
11126	Puerto Rico	31126
11126	Puerto Rico	31126
11126	Puerto Rico	31126
11128	Colorado	31128
11128	Colorado	31128
11130	South Carolina	31130
11130	South Carolina	31130
11130	South Carolina	31130
11135	South Carolina	31135
11135	South Carolina	31135
11136	Florida	31136
11136	Florida	31136
11136	Florida	31136
11136	Florida	31136
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11140	Texas	31140
11143	Texas	31143
11143	Texas	31143
11146	West Virginia	31146
11146	West Virginia	31146
11146	West Virginia	31146
11146	West Virginia	31146
11146	West Virginia	31146
11146	West Virginia	31146
11146	West Virginia	31146
11147	Mississippi	31147
11149	Colorado	31149
11149	Colorado	31149
11149	Colorado	31149
11150	Georgia	31150
11150	Georgia	31150
11150	Georgia	31150
11150	Georgia	31150
11150	Georgia	31150
11152	Oklahoma	31048
11152	Oklahoma	31048
11152	Oklahoma	31048
11153	Nevada	31153
11153	Nevada	31153
11154	Alaska	31154
11154	Alaska	31154
11158	Alaska	31158
11159	Tennessee	31159
11159	Tennessee	31159
11162	Montana	31162
11162	Montana	31162
11162	Montana	31162
11162	Montana	31162
11165	Pennsylvania	31165
11165	Pennsylvania	31165
11169	New York	31169
11173	Arizona	31173
11173	Arizona	31173
11173	Arizona	31173
11173	Arizona	31173
11173	Arizona	31173
11174	New York	31174
11174	New York	31174
11174	New York	31174
11174	New York	31174
11175	Florida	31175
11175	Florida	31175
11176	South Carolina	30868
11176	South Carolina	30868
11188	Alaska	31188
