county,id,sh_usfr_within_50miles,sh_usfr_within_100miles,sh_usfr_within_500miles
19025,801,0.55,0.71,0.88
19027,802,0.52,0.73,0.89
19029,803,0.51,0.71,0.86
19031,804,0.65,0.7,0.87
19033,805,0.51,0.66,0.85
19035,806,0.55,0.63,0.86
19037,807,0.61,0.71,0.89
19039,808,0.61,0.69,0.85
19041,809,0.5,0.61,0.85
19043,810,0.57,0.74,0.9
19045,811,0.62,0.7,0.87
19047,812,0.56,0.71,0.86
19049,813,0.53,0.59,0.83
19051,814,0.61,0.72,0.89
19053,815,0.39,0.52,0.76
19055,816,0.67,0.74,0.9
19057,817,0.55,0.64,0.85
19059,818,0.43,0.56,0.84
19061,819,0.54,0.64,0.86
19063,820,0.48,0.59,0.85
19065,821,0.53,0.67,0.88
19067,822,0.58,0.66,0.87
19069,823,0.53,0.71,0.86
19071,824,0.62,0.68,0.87
19073,825,0.63,0.71,0.86
19075,826,0.59,0.76,0.89
19077,827,0.61,0.72,0.87
19079,828,0.61,0.7,0.85
19081,829,0.53,0.7,0.87
19083,830,0.52,0.68,0.85
19085,831,0.62,0.7,0.87
19087,832,0.57,0.64,0.86
19089,833,0.58,0.71,0.89
19091,834,0.53,0.71,0.87
19093,835,0.54,0.65,0.88
19095,836,0.6,0.74,0.87
19097,837,0.64,0.74,0.89
19099,838,0.64,0.73,0.87
19101,839,0.52,0.6,0.75
19103,840,0.37,0.47,0.81
19105,841,0.65,0.72,0.88
19107,842,0.61,0.78,0.9
19109,843,0.49,0.6,0.87
19111,844,0.6,0.68,0.86
19113,845,0.55,0.63,0.83
19115,846,0.66,0.72,0.88
19117,847,0.67,0.73,0.88
19119,848,0.62,0.69,0.87
19121,849,0.61,0.69,0.86
19123,850,0.52,0.67,0.85
19125,851,0.6,0.71,0.88
19127,852,0.62,0.69,0.83
19129,853,0.61,0.66,0.85
19131,854,0.58,0.69,0.88
19133,855,0.58,0.7,0.87
19135,856,0.59,0.73,0.89
19137,857,0.57,0.7,0.87
19139,858,0.65,0.69,0.86
19141,859,0.53,0.64,0.87
19143,860,0.53,0.67,0.87
19145,861,0.55,0.67,0.87
19147,862,0.51,0.63,0.87
19149,863,0.57,0.66,0.86
19151,864,0.49,0.65,0.85
19153,865,0.54,0.6,0.82
19155,866,0.64,0.69,0.84
19157,867,0.47,0.63,0.79
19159,868,0.57,0.74,0.89
19161,869,0.55,0.72,0.88
19163,870,0.57,0.62,0.84
19165,871,0.52,0.72,0.87
19167,872,0.55,0.63,0.84
19169,873,0.41,0.54,0.83
19171,874,0.61,0.72,0.86
19173,875,0.56,0.72,0.87
19175,876,0.52,0.7,0.87
19177,877,0.58,0.69,0.87
19179,878,0.57,0.71,0.86
19181,879,0.61,0.66,0.86
19183,880,0.56,0.69,0.85
19185,881,0.56,0.72,0.88
19187,882,0.54,0.68,0.85
19189,883,0.46,0.58,0.81
19191,884,0.45,0.57,0.87
19193,885,0.53,0.62,0.79
19195,886,0.55,0.66,0.87
19197,887,0.56,0.71,0.86
20001,888,0.53,0.68,0.86
20003,889,0.51,0.7,0.86
20005,890,0.54,0.64,0.83
20007,891,0.42,0.59,0.86
20009,892,0.48,0.61,0.86
20011,893,0.54,0.7,0.87
20013,894,0.52,0.72,0.87
20015,895,0.57,0.62,0.83
20017,896,0.5,0.67,0.87
20019,897,0.51,0.68,0.88
20021,898,0.66,0.73,0.88
20023,899,0.37,0.43,0.83
20025,900,0.38,0.47,0.85
20027,901,0.53,0.59,0.83
20029,902,0.47,0.6,0.86
20031,903,0.48,0.68,0.85
20033,904,0.4,0.5,0.85
20035,905,0.59,0.64,0.85
20037,906,0.5,0.64,0.88
20039,907,0.36,0.47,0.82
20041,908,0.47,0.58,0.8
20043,909,0.57,0.72,0.86
20045,910,0.45,0.54,0.78
20047,911,0.39,0.54,0.85
20049,912,0.43,0.61,0.82
20051,913,0.4,0.52,0.87
20053,914,0.45,0.61,0.85
20055,915,0.46,0.55,0.81
20057,916,0.46,0.55,0.81
20059,917,0.59,0.69,0.85
20061,918,0.24,0.29,0.48
20063,919,0.33,0.54,0.85
20065,920,0.45,0.52,0.86
20067,921,0.47,0.52,0.84
20069,922,0.44,0.48,0.85
20071,923,0.36,0.45,0.83
20073,924,0.47,0.66,0.86
20075,925,0.33,0.44,0.79
20077,926,0.52,0.59,0.84
20079,927,0.56,0.61,0.81
20081,928,0.42,0.5,0.86
20083,929,0.45,0.56,0.87
20085,930,0.61,0.72,0.86
20087,931,0.64,0.72,0.87
20089,932,0.41,0.57,0.84
20091,933,0.53,0.57,0.78
20093,934,0.44,0.52,0.84
20095,935,0.52,0.59,0.84
20097,936,0.33,0.41,0.78
20099,937,0.56,0.64,0.86
20101,938,0.32,0.49,0.83
20103,939,0.52,0.56,0.71
20105,940,0.46,0.59,0.85
20107,941,0.55,0.72,0.86
20109,942,0.4,0.51,0.86
20111,943,0.46,0.68,0.84
20113,944,0.43,0.57,0.8
20115,945,0.4,0.59,0.81
20117,946,0.53,0.66,0.86
20119,947,0.36,0.45,0.83
20121,948,0.62,0.7,0.86
20123,949,0.43,0.6,0.88
20125,950,0.46,0.57,0.81
20127,951,0.5,0.67,0.84
20129,952,0.4,0.49,0.84
20131,953,0.51,0.74,0.9
20133,954,0.54,0.65,0.86
20135,955,0.43,0.56,0.87
20137,956,0.38,0.52,0.85
20139,957,0.57,0.71,0.86
20141,958,0.46,0.58,0.88
20143,959,0.49,0.6,0.86
20145,960,0.45,0.57,0.85
20147,961,0.4,0.55,0.86
20149,962,0.48,0.6,0.81
20151,963,0.38,0.55,0.84
20153,964,0.4,0.46,0.85
20155,965,0.57,0.63,0.84
20157,966,0.46,0.6,0.87
20159,967,0.45,0.56,0.8
20161,968,0.23,0.32,0.67
20163,969,0.5,0.59,0.87
20165,970,0.47,0.57,0.86
20167,971,0.48,0.58,0.86
20169,972,0.47,0.6,0.82
20171,973,0.42,0.52,0.84
20173,974,0.58,0.6,0.81
20175,975,0.45,0.54,0.82
20177,976,0.56,0.68,0.84
20179,977,0.37,0.53,0.87
20181,978,0.37,0.41,0.78
20183,979,0.37,0.56,0.87
20185,980,0.46,0.6,0.86
20187,981,0.39,0.48,0.86
20189,982,0.44,0.55,0.86
20191,983,0.6,0.66,0.87
20193,984,0.38,0.48,0.83
20195,985,0.48,0.57,0.88
20197,986,0.54,0.67,0.85
20199,987,0.35,0.43,0.83
20201,988,0.55,0.66,0.89
20203,989,0.4,0.47,0.8
20205,990,0.56,0.69,0.87
20207,991,0.49,0.66,0.85
20209,992,0.67,0.7,0.84
21001,993,0.66,0.8,0.93
21003,994,0.74,0.8,0.93
21005,995,0.73,0.79,0.92
21007,996,0.66,0.72,0.9
21009,997,0.72,0.81,0.93
21011,998,0.77,0.84,0.94
21013,999,0.72,0.79,0.94
21015,1e3,0.64,0.73,0.88
21017,1001,0.72,0.81,0.92
21019,1002,0.67,0.76,0.92
21021,1003,0.65,0.74,0.91
21023,1004,0.78,0.85,0.94
21025,1005,0.72,0.84,0.96
21027,1006,0.64,0.79,0.92
21029,1007,0.73,0.79,0.91
21031,1008,0.76,0.83,0.94
21033,1009,0.69,0.77,0.92
21035,1010,0.51,0.59,0.89
21037,1011,0.68,0.77,0.91
21039,1012,0.7,0.74,0.92
21041,1013,0.73,0.8,0.91
21043,1014,0.71,0.81,0.94
21045,1015,0.75,0.84,0.95
21047,1016,0.43,0.49,0.75
21049,1017,0.67,0.77,0.91
21051,1018,0.8,0.86,0.96
21053,1019,0.76,0.84,0.95
21055,1020,0.68,0.77,0.92
21057,1021,0.72,0.83,0.95
21059,1022,0.67,0.75,0.91
21061,1023,0.75,0.85,0.94
21063,1024,0.76,0.83,0.95
21065,1025,0.78,0.85,0.95
21067,1026,0.48,0.64,0.87
21069,1027,0.76,0.85,0.95
21071,1028,0.72,0.82,0.96
21073,1029,0.65,0.71,0.9
21075,1030,0.59,0.68,0.91
21077,1031,0.73,0.81,0.92
21079,1032,0.7,0.79,0.92
21081,1033,0.73,0.8,0.92
21083,1034,0.68,0.73,0.92
21085,1035,0.7,0.83,0.93
21087,1036,0.75,0.85,0.95
21089,1037,0.68,0.78,0.93
21091,1038,0.74,0.81,0.93
21093,1039,0.53,0.62,0.83
21095,1040,0.68,0.79,0.96
21097,1041,0.74,0.82,0.94
21099,1042,0.73,0.82,0.93
21101,1043,0.7,0.75,0.91
21103,1044,0.73,0.78,0.91
21105,1045,0.7,0.74,0.92
21107,1046,0.69,0.77,0.92
21109,1047,0.79,0.85,0.95
21111,1048,0.62,0.7,0.87
21113,1049,0.59,0.69,0.88
21115,1050,0.74,0.83,0.95
21117,1051,0.68,0.76,0.9
21119,1052,0.71,0.83,0.96
21121,1053,0.73,0.81,0.95
21123,1054,0.71,0.79,0.91
21125,1055,0.71,0.81,0.94
21127,1056,0.74,0.81,0.95
21129,1057,0.73,0.83,0.95
21131,1058,0.77,0.86,0.97
21133,1059,0.72,0.8,0.96
21135,1060,0.73,0.84,0.95
21137,1061,0.74,0.81,0.94
21139,1062,0.67,0.73,0.91
21141,1063,0.72,0.78,0.92
21143,1064,0.61,0.71,0.89
21145,1065,0.6,0.66,0.89
21147,1066,0.75,0.81,0.95
21149,1067,0.75,0.82,0.93
21151,1068,0.58,0.73,0.91
21153,1069,0.79,0.87,0.97
21155,1070,0.78,0.86,0.95
21157,1071,0.67,0.74,0.91
21159,1072,0.76,0.81,0.96
21161,1073,0.69,0.81,0.93
21163,1074,0.68,0.75,0.89
21165,1075,0.73,0.81,0.94
21167,1076,0.74,0.8,0.92
21169,1077,0.76,0.83,0.94
21171,1078,0.8,0.85,0.96
21173,1079,0.72,0.82,0.94
21175,1080,0.76,0.84,0.95
21177,1081,0.73,0.79,0.93
21179,1082,0.75,0.83,0.93
21181,1083,0.82,0.88,0.95
21183,1084,0.74,0.81,0.93
21185,1085,0.58,0.66,0.86
21187,1086,0.75,0.82,0.93
21189,1087,0.74,0.83,0.95
21191,1088,0.76,0.83,0.93
21193,1089,0.71,0.84,0.96
21195,1090,0.69,0.75,0.95
21197,1091,0.74,0.83,0.94
21199,1092,0.66,0.77,0.93
21201,1093,0.76,0.85,0.94
21203,1094,0.77,0.83,0.95
21205,1095,0.55,0.76,0.93
21207,1096,0.72,0.82,0.95
21209,1097,0.57,0.68,0.9
21211,1098,0.66,0.72,0.89
21213,1099,0.71,0.77,0.92
21215,1100,0.73,0.78,0.92
21217,1101,0.66,0.8,0.93
21219,1102,0.67,0.74,0.9
21221,1103,0.62,0.71,0.89
21223,1104,0.72,0.79,0.92
21225,1105,0.69,0.75,0.92
21227,1106,0.52,0.68,0.89
21229,1107,0.79,0.84,0.94
21231,1108,0.72,0.82,0.95
21233,1109,0.73,0.79,0.92
21235,1110,0.67,0.77,0.94
21237,1111,0.74,0.83,0.95
21239,1112,0.61,0.71,0.88
22001,1113,0.71,0.8,0.92
22003,1114,0.69,0.75,0.91
22005,1115,0.62,0.74,0.88
22007,1116,0.79,0.85,0.94
22009,1117,0.66,0.78,0.93
22011,1118,0.57,0.64,0.83
22013,1119,0.56,0.72,0.91
22015,1120,0.53,0.6,0.83
22017,1121,0.6,0.65,0.88
22019,1122,0.58,0.67,0.88
22021,1123,0.66,0.73,0.92
22023,1124,0.59,0.71,0.91
22025,1125,0.58,0.74,0.92
22027,1126,0.59,0.73,0.92
22029,1127,0.57,0.73,0.92
22031,1128,0.66,0.73,0.91
22033,1129,0.55,0.68,0.86
22035,1130,0.44,0.63,0.91
22037,1131,0.69,0.76,0.91
22039,1132,0.7,0.81,0.94
22041,1133,0.69,0.73,0.92
22043,1134,0.64,0.71,0.9
22045,1135,0.69,0.76,0.91
22047,1136,0.75,0.82,0.92
22049,1137,0.61,0.71,0.9
22051,1138,0.51,0.66,0.83
22053,1139,0.71,0.78,0.92
22055,1140,0.59,0.7,0.88
22057,1141,0.68,0.78,0.92
22059,1142,0.65,0.75,0.93
22061,1143,0.45,0.59,0.87
22063,1144,0.66,0.75,0.89
22065,1145,0.52,0.68,0.9
22067,1146,0.65,0.7,0.91
22069,1147,0.5,0.64,0.89
22071,1148,0.45,0.52,0.72
22073,1149,0.6,0.67,0.9
22075,1150,0.42,0.56,0.8
22077,1151,0.71,0.8,0.93
22079,1152,0.59,0.7,0.88
22081,1153,0.69,0.74,0.91
22083,1154,0.66,0.71,0.92
22085,1155,0.6,0.74,0.91
22087,1156,0.44,0.7,0.88
22089,1157,0.68,0.74,0.88
22091,1158,0.72,0.8,0.92
22093,1159,0.72,0.81,0.92
22095,1160,0.61,0.76,0.9
22097,1161,0.66,0.78,0.92
22099,1162,0.75,0.79,0.92
22101,1163,0.57,0.76,0.9
22103,1164,0.5,0.67,0.84
22105,1165,0.7,0.77,0.9
22107,1166,0.42,0.59,0.88
22109,1167,0.67,0.79,0.9
22111,1168,0.65,0.73,0.92
22113,1169,0.72,0.8,0.92
22115,1170,0.35,0.41,0.63
22117,1171,0.67,0.78,0.91
22119,1172,0.66,0.73,0.91
22121,1173,0.7,0.77,0.91
22123,1174,0.62,0.67,0.92
22125,1175,0.62,0.73,0.9
22127,1176,0.57,0.7,0.9
23001,1177,0.59,0.67,0.82
23003,1178,0.57,0.64,0.84
23005,1179,0.49,0.57,0.8
23007,1180,0.37,0.65,0.83
23009,1181,0.45,0.59,0.8
23011,1182,0.5,0.68,0.83
23013,1183,0.55,0.67,0.81
23015,1184,0.6,0.64,0.81
23017,1185,0.53,0.69,0.84
23019,1186,0.45,0.6,0.82
23021,1187,0.51,0.59,0.81
23023,1188,0.57,0.63,0.8
23025,1189,0.35,0.65,0.84
23027,1190,0.46,0.66,0.82
23029,1191,0.55,0.65,0.83
23031,1192,0.54,0.67,0.82
24001,1193,0.65,0.73,0.92
24003,1194,0.57,0.63,0.8
24005,1195,0.66,0.72,0.86
24009,1196,0.58,0.69,0.84
24011,1197,0.66,0.79,0.89
24013,1198,0.65,0.72,0.87
24015,1199,0.64,0.74,0.86
24017,1200,0.57,0.64,0.83
24019,1201,0.66,0.79,0.9
24021,1202,0.57,0.65,0.84
24023,1203,0.66,0.74,0.92
24025,1204,0.63,0.72,0.85
24027,1205,0.59,0.64,0.83
24029,1206,0.6,0.74,0.88
24031,1207,0.53,0.56,0.78
24033,1208,0.6,0.64,0.83
24035,1209,0.63,0.74,0.86
24037,1210,0.48,0.63,0.8
24039,1211,0.53,0.71,0.89
24041,1212,0.64,0.73,0.87
24043,1213,0.64,0.74,0.88
24045,1214,0.54,0.71,0.88
24047,1215,0.49,0.58,0.87
24510,1216,0.66,0.71,0.86
25001,1217,0.48,0.64,0.8
25003,1218,0.59,0.67,0.83
25005,1219,0.7,0.79,0.87
25007,1220,0.46,0.59,0.79
25009,1221,0.66,0.73,0.85
25011,1222,0.57,0.69,0.82
25013,1223,0.64,0.75,0.85
25015,1224,0.44,0.64,0.81
25017,1225,0.58,0.64,0.79
25019,1226,0.38,0.5,0.76
25021,1227,0.61,0.66,0.81
25023,1228,0.72,0.76,0.86
25025,1229,0.54,0.58,0.77
25027,1230,0.66,0.74,0.84
26001,1231,0.39,0.46,0.82
26003,1232,0.3,0.5,0.81
26005,1233,0.41,0.72,0.86
26007,1234,0.54,0.58,0.84
26009,1235,0.47,0.52,0.81
26011,1236,0.54,0.7,0.86
26013,1237,0.62,0.67,0.86
26015,1238,0.62,0.76,0.87
26017,1239,0.66,0.75,0.86
26019,1240,0.43,0.51,0.8
26021,1241,0.57,0.64,0.82
26023,1242,0.63,0.73,0.87
26025,1243,0.63,0.74,0.85
26027,1244,0.65,0.72,0.86
26029,1245,0.47,0.53,0.81
26031,1246,0.47,0.55,0.82
26033,1247,0.47,0.51,0.82
26035,1248,0.54,0.65,0.84
26037,1249,0.64,0.74,0.86
26039,1250,0.45,0.53,0.82
26041,1251,0.52,0.59,0.84
26043,1252,0.56,0.59,0.83
26045,1253,0.61,0.74,0.85
26047,1254,0.44,0.49,0.79
26049,1255,0.66,0.73,0.83
26051,1256,0.59,0.69,0.85
26053,1257,0.42,0.49,0.81
26055,1258,0.4,0.46,0.77
26057,1259,0.63,0.76,0.88
26059,1260,0.58,0.71,0.86
26061,1261,0.38,0.44,0.81
26063,1262,0.53,0.71,0.88
26065,1263,0.48,0.68,0.83
26067,1264,0.69,0.78,0.88
26069,1265,0.37,0.5,0.81
26071,1266,0.45,0.56,0.82
26073,1267,0.37,0.53,0.87
26075,1268,0.63,0.75,0.87
26077,1269,0.47,0.63,0.84
26079,1270,0.49,0.56,0.82
26081,1271,0.51,0.67,0.83
26083,1272,0.07,0.53,0.8
26085,1273,0.37,0.55,0.8
26087,1274,0.67,0.74,0.86
26089,1275,0.38,0.43,0.76
26091,1276,0.62,0.72,0.86
26093,1277,0.61,0.7,0.83
26095,1278,0.33,0.5,0.83
26097,1279,0.4,0.47,0.81
26099,1280,0.7,0.75,0.86
26101,1281,0.44,0.55,0.83
26103,1282,0.43,0.5,0.82
26105,1283,0.52,0.64,0.83
26107,1284,0.45,0.62,0.86
26109,1285,0.56,0.67,0.85
26111,1286,0.54,0.65,0.82
26113,1287,0.57,0.66,0.86
26115,1288,0.68,0.76,0.88
26117,1289,0.65,0.77,0.87
26119,1290,0.41,0.47,0.8
26121,1291,0.62,0.73,0.86
26123,1292,0.52,0.73,0.85
26125,1293,0.63,0.67,0.82
26127,1294,0.53,0.67,0.83
26129,1295,0.46,0.63,0.84
26131,1296,0.32,0.47,0.78
26133,1297,0.54,0.66,0.85
26135,1298,0.4,0.52,0.83
26137,1299,0.43,0.52,0.81
26139,1300,0.42,0.64,0.85
26141,1301,0.41,0.52,0.82
26143,1302,0.41,0.5,0.81
26145,1303,0.63,0.75,0.85
26147,1304,0.65,0.74,0.86
26149,1305,0.64,0.72,0.86
26151,1306,0.55,0.73,0.87
26153,1307,0.46,0.58,0.84
26155,1308,0.66,0.76,0.86
26157,1309,0.64,0.76,0.87
26159,1310,0.6,0.7,0.83
26161,1311,0.5,0.56,0.76
26163,1312,0.72,0.75,0.86
26165,1313,0.51,0.63,0.83
27001,1314,0.38,0.56,0.84
27003,1315,0.65,0.7,0.83
27005,1316,0.48,0.62,0.84
27007,1317,0.39,0.5,0.84
27009,1318,0.58,0.75,0.88
27011,1319,0.48,0.57,0.87
27013,1320,0.41,0.66,0.86
27015,1321,0.52,0.68,0.87
27017,1322,0.35,0.64,0.85
27019,1323,0.58,0.64,0.8
27021,1324,0.37,0.58,0.84
27023,1325,0.49,0.6,0.85
27025,1326,0.64,0.73,0.86
27027,1327,0.46,0.55,0.82
27029,1328,0.57,0.66,0.85
27031,1329,0.3,0.33,0.77
27033,1330,0.46,0.6,0.83
27035,1331,0.45,0.55,0.83
27037,1332,0.59,0.66,0.8
27039,1333,0.59,0.74,0.87
27041,1334,0.46,0.55,0.86
27043,1335,0.55,0.69,0.87
27045,1336,0.59,0.68,0.88
27047,1337,0.56,0.72,0.86
27049,1338,0.58,0.72,0.86
27051,1339,0.48,0.61,0.86
27053,1340,0.55,0.6,0.76
27055,1341,0.59,0.67,0.88
27057,1342,0.36,0.5,0.81
27059,1343,0.67,0.74,0.86
27061,1344,0.41,0.58,0.84
27063,1345,0.46,0.59,0.86
27065,1346,0.51,0.73,0.86
27067,1347,0.48,0.68,0.84
27069,1348,0.45,0.59,0.85
27071,1349,0.45,0.58,0.82
27073,1350,0.49,0.62,0.89
27075,1351,0.49,0.54,0.83
27077,1352,0.33,0.43,0.8
27079,1353,0.64,0.75,0.86
27081,1354,0.47,0.61,0.88
27083,1355,0.41,0.55,0.85
27085,1356,0.59,0.73,0.86
27087,1357,0.56,0.7,0.89
27089,1358,0.49,0.61,0.86
27091,1359,0.55,0.62,0.86
27093,1360,0.55,0.73,0.87
27095,1361,0.5,0.73,0.86
27097,1362,0.58,0.73,0.88
27099,1363,0.53,0.69,0.85
27101,1364,0.5,0.65,0.88
27103,1365,0.47,0.7,0.85
27105,1366,0.44,0.58,0.8
27107,1367,0.56,0.64,0.83
27109,1368,0.45,0.62,0.8
27111,1369,0.45,0.61,0.83
27113,1370,0.5,0.64,0.84
27115,1371,0.44,0.68,0.85
27117,1372,0.55,0.64,0.86
27119,1373,0.46,0.58,0.8
27121,1374,0.46,0.57,0.85
27123,1375,0.6,0.65,0.79
27125,1376,0.5,0.68,0.86
27127,1377,0.49,0.69,0.89
27129,1378,0.5,0.71,0.86
27131,1379,0.58,0.64,0.79
27133,1380,0.58,0.66,0.87
27135,1381,0.49,0.57,0.84
27137,1382,0.4,0.49,0.83
27139,1383,0.63,0.68,0.82
27141,1384,0.63,0.71,0.85
27143,1385,0.61,0.74,0.86
27145,1386,0.47,0.69,0.86
27147,1387,0.57,0.7,0.85
27149,1388,0.34,0.46,0.86
27151,1389,0.48,0.61,0.87
27153,1390,0.51,0.63,0.85
27155,1391,0.37,0.57,0.83
27157,1392,0.6,0.75,0.88
27159,1393,0.49,0.6,0.85
27161,1394,0.56,0.73,0.86
27163,1395,0.63,0.69,0.82
27165,1396,0.54,0.68,0.84
27167,1397,0.45,0.62,0.85
27169,1398,0.43,0.57,0.88
27171,1399,0.63,0.71,0.85
27173,1400,0.46,0.6,0.87
28001,1401,0.55,0.68,0.91
28003,1402,0.68,0.78,0.93
28005,1403,0.61,0.75,0.92
28007,1404,0.59,0.75,0.9
28009,1405,0.74,0.8,0.93
28011,1406,0.52,0.61,0.9
28013,1407,0.72,0.81,0.93
28015,1408,0.56,0.75,0.92
28017,1409,0.73,0.8,0.93
28019,1410,0.6,0.72,0.91
28021,1411,0.57,0.66,0.88
28023,1412,0.61,0.73,0.91
28025,1413,0.69,0.74,0.92
28027,1414,0.56,0.72,0.88
28029,1415,0.69,0.78,0.91
28031,1416,0.68,0.79,0.92
28033,1417,0.58,0.66,0.88
28035,1418,0.49,0.65,0.89
28037,1419,0.59,0.74,0.91
28039,1420,0.7,0.77,0.91
28041,1421,0.65,0.79,0.92
28043,1422,0.61,0.75,0.91
28045,1423,0.59,0.7,0.86
28047,1424,0.51,0.6,0.81
28049,1425,0.6,0.67,0.88
28051,1426,0.54,0.73,0.88
28053,1427,0.57,0.7,0.89
28055,1428,0.54,0.64,0.89
28057,1429,0.72,0.79,0.94
28059,1430,0.59,0.65,0.85
28061,1431,0.6,0.75,0.91
28063,1432,0.63,0.75,0.92
28065,1433,0.66,0.78,0.92
28067,1434,0.67,0.78,0.91
28069,1435,0.56,0.67,0.9
28071,1436,0.38,0.49,0.83
28073,1437,0.51,0.68,0.89
28075,1438,0.57,0.67,0.88
28077,1439,0.59,0.76,0.91
28079,1440,0.65,0.78,0.92
28081,1441,0.64,0.75,0.91
28083,1442,0.58,0.71,0.9
28085,1443,0.6,0.76,0.91
28087,1444,0.58,0.67,0.88
28089,1445,0.55,0.64,0.88
28091,1446,0.68,0.79,0.91
28093,1447,0.67,0.73,0.9
28095,1448,0.7,0.77,0.92
28097,1449,0.58,0.75,0.91
28099,1450,0.68,0.77,0.92
28101,1451,0.63,0.74,0.9
28103,1452,0.67,0.75,0.92
28105,1453,0.41,0.54,0.89
28107,1454,0.68,0.8,0.92
28109,1455,0.64,0.73,0.88
28111,1456,0.68,0.79,0.92
28113,1457,0.58,0.75,0.9
28115,1458,0.72,0.81,0.93
28117,1459,0.71,0.82,0.94
28119,1460,0.63,0.74,0.89
28121,1461,0.56,0.65,0.89
28123,1462,0.63,0.78,0.91
28125,1463,0.6,0.67,0.89
28127,1464,0.65,0.77,0.92
28129,1465,0.63,0.78,0.93
28131,1466,0.66,0.72,0.9
28133,1467,0.6,0.69,0.91
28135,1468,0.63,0.78,0.92
28137,1469,0.72,0.77,0.92
28139,1470,0.73,0.82,0.93
28141,1471,0.72,0.8,0.93
28143,1472,0.71,0.76,0.91
28145,1473,0.69,0.8,0.93
28147,1474,0.65,0.77,0.92
28149,1475,0.61,0.69,0.89
28151,1476,0.58,0.65,0.89
28153,1477,0.64,0.79,0.92
28155,1478,0.65,0.77,0.93
28157,1479,0.61,0.75,0.93
28159,1480,0.63,0.73,0.92
28161,1481,0.6,0.76,0.9
28163,1482,0.7,0.75,0.91
29001,1483,0.41,0.49,0.87
29003,1484,0.67,0.77,0.89
29005,1485,0.54,0.68,0.88
29007,1486,0.61,0.71,0.88
29009,1487,0.62,0.67,0.86
29011,1488,0.6,0.72,0.88
29013,1489,0.54,0.75,0.89
29015,1490,0.44,0.68,0.85
29017,1491,0.68,0.77,0.91
29019,1492,0.38,0.45,0.82
29021,1493,0.64,0.72,0.87
29023,1494,0.59,0.68,0.9
29025,1495,0.66,0.73,0.87
29027,1496,0.54,0.66,0.86
29029,1497,0.42,0.53,0.83
29031,1498,0.51,0.66,0.89
29033,1499,0.65,0.79,0.9
29035,1500,0.57,0.68,0.9
29037,1501,0.63,0.69,0.85
29039,1502,0.57,0.68,0.85
29041,1503,0.57,0.77,0.91
29043,1504,0.54,0.6,0.83
29045,1505,0.64,0.69,0.89
29047,1506,0.59,0.63,0.82
29049,1507,0.63,0.71,0.87
29051,1508,0.5,0.61,0.86
29053,1509,0.62,0.72,0.89
29055,1510,0.62,0.75,0.89
29057,1511,0.6,0.67,0.86
29059,1512,0.54,0.65,0.84
29061,1513,0.58,0.74,0.88
29063,1514,0.65,0.73,0.88
29065,1515,0.56,0.68,0.88
29067,1516,0.58,0.7,0.87
29069,1517,0.64,0.73,0.92
29071,1518,0.69,0.75,0.89
29073,1519,0.59,0.76,0.9
29075,1520,0.62,0.75,0.9
29077,1521,0.5,0.55,0.83
29079,1522,0.52,0.71,0.89
29081,1523,0.59,0.75,0.89
29083,1524,0.51,0.71,0.85
29085,1525,0.47,0.63,0.85
29087,1526,0.61,0.74,0.88
29089,1527,0.53,0.64,0.88
29091,1528,0.55,0.67,0.87
29093,1529,0.63,0.77,0.91
29095,1530,0.61,0.64,0.82
29097,1531,0.56,0.65,0.85
29099,1532,0.71,0.76,0.89
29101,1533,0.41,0.54,0.79
29103,1534,0.57,0.7,0.9
29105,1535,0.61,0.68,0.86
29107,1536,0.66,0.75,0.88
29109,1537,0.61,0.67,0.85
29111,1538,0.54,0.62,0.89
29113,1539,0.65,0.74,0.88
29115,1540,0.56,0.73,0.89
29117,1541,0.57,0.76,0.89
29119,1542,0.64,0.69,0.84
29121,1543,0.58,0.68,0.89
29123,1544,0.63,0.77,0.9
29125,1545,0.63,0.76,0.9
29127,1546,0.61,0.7,0.89
29129,1547,0.54,0.68,0.88
29131,1548,0.58,0.69,0.89
29133,1549,0.65,0.71,0.92
29135,1550,0.67,0.74,0.9
29137,1551,0.62,0.72,0.9
29139,1552,0.64,0.75,0.9
29141,1553,0.52,0.64,0.85
29143,1554,0.62,0.73,0.92
29145,1555,0.61,0.69,0.86
29147,1556,0.41,0.64,0.88
29149,1557,0.52,0.61,0.88
29151,1558,0.65,0.75,0.92
29153,1559,0.53,0.62,0.84
29155,1560,0.58,0.71,0.92
29157,1561,0.68,0.8,0.92
29159,1562,0.55,0.69,0.85
29161,1563,0.44,0.64,0.85
29163,1564,0.63,0.75,0.9
29165,1565,0.53,0.58,0.78
29167,1566,0.53,0.59,0.84
29169,1567,0.23,0.28,0.52
29171,1568,0.55,0.65,0.89
29173,1569,0.62,0.74,0.89
29175,1570,0.61,0.68,0.88
29177,1571,0.7,0.78,0.9
29179,1572,0.57,0.74,0.91
29181,1573,0.6,0.69,0.91
29183,1574,0.62,0.67,0.84
29185,1575,0.46,0.71,0.86
29186,1576,0.65,0.8,0.91
29187,1577,0.63,0.77,0.9
29189,1578,0.64,0.66,0.83
29195,1579,0.52,0.64,0.83
29197,1580,0.59,0.67,0.89
29199,1581,0.6,0.67,0.89
29201,1582,0.61,0.69,0.91
29203,1583,0.57,0.68,0.9
29205,1584,0.57,0.69,0.9
29207,1585,0.68,0.73,0.92
29209,1586,0.51,0.57,0.81
